Numéro ID,CLub,Ville ,Ligues,District 
500083,O. DE MARSEILLE - O.M.,MARSEILLE 12,,Bouche du rhône 
503182,O. MALLEMORTAIS,MALLEMORT,,Bouche du rhône 
530383,O. ROVENAIN,LE ROVE,,Bouche du rhône 
553953,OLYMPIQUE DE PEYNIER,PEYNIER,,Bouche du rhône 
554285,PHOCEA CLUB,MARSEILLE 10,,Bouche du rhône 
581425,S. C. CAYOLLE,MARSEILLE 09,,Bouche du rhône 
503037,S.A. ST ANTOINE,MARSEILLE 15,,Bouche du rhône 
545903,S.C. VITROLLES,VITROLLES,,Bouche du rhône 
503326,S.O. CAILLOLAIS,MARSEILLE 12,,Bouche du rhône 
503521,S.O. DE SEPTEMES,SEPTEMES LES VALLONS,,Bouche du rhône 
553103,SAINT HENRI F.C.,MARSEILLE 15,,Bouche du rhône 
551298,SALON BEL AIR FOOT,SALON DE PROVENCE,,Bouche du rhône 
582665,SALON NORD,SALON DE PROVENCE,,Bouche du rhône 
581079,SOC. C. O.SAINTE MARGUERITE,MARSEILLE 09,,Bouche du rhône 
764417,SOCCER CLUB AIX EN PROVENCE FÉMININ,AIX EN PROVENCE,,Bouche du rhône 
541758,SP. DE PONT DE CRAU,ARLES,,Bouche du rhône 
503153,SP.C. EYGUIERES,EYGUIERES,,Bouche du rhône 
500381,SP.C. MONTREDON BONNEVEINE,MARSEILLE 08,,Bouche du rhône 
525115,SP.C. ST CANNAT,ST CANNAT,,Bouche du rhône 
503040,SP.C. ST MARTINOIS,ST MARTIN DE CRAU,,Bouche du rhône 
564454,SPORTING ATHLETICO MARSEILLE,MARSEILLE 09,,Bouche du rhône 
549974,SPORTING CLUB AIX EN PROVENCE,AIX EN PROVENCE,,Bouche du rhône 
503053,SPORTING CLUB AUBAGNE AIR BEL,AUBAGNE,,Bouche du rhône 
554101,SPORTING CLUB D'ALLAUCH,ALLAUCH,,Bouche du rhône 
560307,SPORTING CLUB DE LA SOUDE,MARSEILLE 09,,Bouche du rhône 
541115,SPORTING CLUB FRAIS VALLON,MARSEILLE 13,,Bouche du rhône 
554117,SPORTING CLUB KARTALA,MARSEILLE 03,,Bouche du rhône 
500428,ST. MARSEILLAIS UNI.C.,MARSEILLE 08,,Bouche du rhône 
547731,STADE OLYMPIQUE DE CASSIS,CASSIS,,Bouche du rhône 
580972,STADE SAINT SERROIS PUYLOUBIER,PUYLOUBIER,,Bouche du rhône 
503340,STE S. DE ST CHAMAS,ST CHAMAS,,Bouche du rhône 
514704,STE S. LAMANONAISE,LAMANON,,Bouche du rhône 
524426,U.S. 1ER CANTON,MARSEILLE 04,,Bouche du rhône 
521890,U.S. CHEMINOTS GRANDE BASTIDE,MARSEILLE 12,,Bouche du rhône 
503530,U.S. DE PUYRICARD,AIX EN PROVENCE,,Bouche du rhône 
503381,U.S. DES TRAMWAYS,SEPTEMES LES VALLONS,,Bouche du rhône 
521411,U.S. EGUILLENNE,EGUILLES,,Bouche du rhône 
510913,U.S. FARENQUE,LA FARE LES OLIVIERS,,Bouche du rhône 
503071,U.S. MARSEILLE ENDOUME CATALANS,MARSEILLE 07,,Bouche du rhône 
514901,U.S. MICHELIS,MARSEILLE 11,,Bouche du rhône 
503258,U.S. MINEURS DE MEYREUIL,MEYREUIL,,Bouche du rhône 
545635,U.S. MIRAMAS,MIRAMAS,,Bouche du rhône 
520224,U.S. PELICAN,PELISSANNE,,Bouche du rhône 
500092,U.S. PERS.ELECT.GAZ MARSEILLE,MARSEILLE 10,,Bouche du rhône 
529730,U.S. SAINT BARTHELEMY MARSEILLAIS,MARSEILLE 14,,Bouche du rhône 
503058,U.S. TRETSOISE,TRETS,,Bouche du rhône 
518912,U.S. VELAUXIENNE,VELAUX,,Bouche du rhône 
523121,U.S. VENELLOISE,VENELLES,,Bouche du rhône 
537919,U.S.C. DE ROUVIERE MARSEILLE,MARSEILLE 09,,Bouche du rhône 
565352,UNION SPORTIVE DES CROULANTS D'ARLES,ARLES,,Bouche du rhône 
560907,USC ROCASSIERE,LA ROQUE D ANTHERON,,Bouche du rhône 
560376,VISION FOOT ACADEMIE,ARLES,,Bouche du rhône 
582678,VOYONS PLUS LOIN,MARSEILLE 03,,Bouche du rhône 
554445,A. S. DE FOOTBALL TALLARD,TALLARD,,Alpes de haute provence 
509187,A.S. EMBRUNAISE,EMBRUN,,Alpes de haute provence 
503115,A.S. FORCALQUIER,FORCALQUIER,,Alpes de haute provence 
530962,A.S. ST ANDRE ALPES CASTELLANE,ST ANDRE LES ALPES,,Alpes de haute provence 
560381,ACADÉMIE SPORTIVE DES ALPES,MANOSQUE,,Alpes de haute provence 
547456,ALLIANCE F. CHAMPSAUR VALGAUDEMAR,CHABOTTES,,Alpes de haute provence 
548688,ALLIANCE S. VALENSOLE GREOUX,GREOUX LES BAINS,,Alpes de haute provence 
581681,AM. F.C. SAINTE TULLE PIERREVERT,PIERREVERT,,Alpes de haute provence 
865098,ASSOCIATION SCR RIEZOIS,RIEZ,,Alpes de haute provence 
546351,ASSOCIATION SPORTIVE DAUPHIN FOOTBALL,ST MAIME,,Alpes de haute provence 
527273,BARCELONNETTE F.C.,BARCELONNETTE,,Alpes de haute provence 
503335,C.A. DIGNE 04 F.,DIGNE LES BAINS,,Alpes de haute provence 
536374,C.O. ST MARTINOIS ST MARTIN BROM,ST MARTIN DE BROMES,,Alpes de haute provence 
564774,CHORGES OLYMPIQUE,CHORGES,,Alpes de haute provence 
503076,ENT. PROVENCALE DE MANOSQUE,MANOSQUE,,Alpes de haute provence 
536622,ENT.S. BANONAISE,BANON,,Alpes de haute provence 
861134,ETOILE SPORTIVE RIBIEROISE,CHATEAUNEUF DE CHABRE,,Alpes de haute provence 
581073,F. C. MALIJAI,MALIJAI,,Alpes de haute provence 
503085,F.C. DE SISTERON,SISTERON,,Alpes de haute provence 
537176,F.C. LA SAULCE,LA SAULCE,,Alpes de haute provence 
531812,F.C. LE BRUSQUET,LE BRUSQUET,,Alpes de haute provence 
511448,F.C. VOLONNAIS,VOLONNE,,Alpes de haute provence 
590328,FOOTBALL CLUB CERESTE REILLANNE,ST MICHEL L OBSERVATOIRE,,Alpes de haute provence 
535110,FOOTBALL-CLUB MISONNAIS,MISON,,Alpes de haute provence 
552990,FUTSAL DIGNOIS,DIGNE LES BAINS,,Alpes de haute provence 
563745,GAP FOOT 05,GAP,,Alpes de haute provence 
582195,GROUPEMENT FEMININ DES ALPES,LARAGNE MONTEGLIN,,Alpes de haute provence 
564823,GROUPEMENT JEUNE VILLENEUVE VOLX ORAISON,VILLENEUVE,,Alpes de haute provence 
564820,GROUPEMENT JEUNESSE DU BASSIN DU LARGUE,ST MICHEL L OBSERVATOIRE,,Alpes de haute provence 
522064,L'ARGENTIERE SP.,L ARGENTIERE LA BESSEE,,Alpes de haute provence 
,,,,Alpes de haute provence 
551239,L'AVANCE F. C.,CHORGES,,Alpes de haute provence 
535714,LA ROCHE SPORTS,LA ROCHE DES ARNAUDS,,Alpes de haute provence 
504244,LARAGNE SP.,LARAGNE MONTEGLIN,,Alpes de haute provence 
582524,MOUVEMENT VERS UNE RURALITE SPORTIVE,ORAISON,,Alpes de haute provence 
547646,O.BRIANCON SERRE CHEVALIER,BRIANCON,,Alpes de haute provence 
503424,ORAISON SP.,ORAISON,,Alpes de haute provence 
503300,SPORTING CLUB VINONNAIS,VINON SUR VERDON,,Alpes de haute provence 
529001,ST CREPIN EYGLIERS SP.,ST CREPIN,,Alpes de haute provence 
590247,U. S. VIVO 04,VILLENEUVE,,Alpes de haute provence 
541618,U.S. AIGLUN F.,AIGLUN,,Alpes de haute provence 
534156,U.S. CHATEAUNEUF AUBIGNOSC PEIPI,PEIPIN,,Alpes de haute provence 
535330,U.S. LA BLANCHE SEYNE LES ALPES,SEYNE,,Alpes de haute provence 
550584,UNION SPORTIVE MOYENNE DURANCE,CHATEAU ARNOUX ST AUBAN,,Alpes de haute provence 
500387,UNION SPORTIVE VEYNES SERRES FOOTBALL,VEYNES,,Alpes de haute provence 
523884,A.C.S. MORIERES LES AVIGNON,MORIERES LES AVIGNON,,Vaucluse 
512627,A.R.C. CAVAILLON,CAVAILLON,,Vaucluse 
519633,A.S. PIOLENCOISE,PIOLENC,,Vaucluse 
525205,A.S. RASTEAU,RASTEAU,,Vaucluse 
517701,AC VEDENE LE PONTET,VEDENE,,Vaucluse 
864341,AMICALE SPORTIVE ENTREPRISES ET ADM AVIGNONNAISES,AVIGNON,,Vaucluse 
560681,AS VALAYANNAISE,VEDENE,,Vaucluse 
764845,ASSOCIATION DE FOOTBALL FÉMININ DE MONDRAGON,MONDRAGON,,Vaucluse 
552220,AV. C. AVIGNONNAIS,AVIGNON,,Vaucluse 
528992,AV.S. BEDARRIDAIS,BEDARRIDES,,Vaucluse 
503135,AV.S. CAMARETOIS,CAMARET SUR AIGUES,,Vaucluse 
523707,AV.S. RICHERENCHES,RICHERENCHES,,Vaucluse 
516547,AV.S. VIOLESIEN,CAMARET SUR AIGUES,,Vaucluse 
582505,AVENIR GOULT ROUSSILLON,ROUSSILLON,,Vaucluse 
503332,BOXELAND C. ISLOIS,L'ISLE SUR LA SORGUE,,Vaucluse 
590239,CALAVON F. C.,TAILLADES,,Vaucluse 
565182,CAUMONT FOOTBALL 84,CAUMONT SUR DURANCE,,Vaucluse 
525402,CHEMINOT F.C. AVIGNON,AVIGNON,,Vaucluse 
565106,CLUB FUTSAL CARPENTRAS,CARPENTRAS,,Vaucluse 
503067,COMETE S. SARRIANS,SARRIANS,,Vaucluse 
553582,DENTELLES F. C.,SABLET,,Vaucluse 
526381,ECOLE MUNICIPALE ANGLOISE DE F.,LES ANGLES,,Vaucluse 
516454,ENT.J. GALIA C. GRAVESON,GRAVESON,,Vaucluse 
517590,ENTENTE ST JEAN DU GRES,FONTVIEILLE,,Vaucluse 
503583,ESPE. SORGUAISE,SORGUES,,Vaucluse 
519222,ET.S. BOULBON,BOULBON,,Vaucluse 
521410,ET.S.CUCURONNAISE,CUCURON,,Vaucluse 
765006,ETOILE D'AUBUNE FÉMININE,BEAUMES DE VENISE,,Vaucluse 
553280,ETOILE SPORTIVE AUBIGNANAISE,AUBIGNAN,,Vaucluse 
514221,F.A. CHATEAURENARD,CHATEAURENARD,,Vaucluse 
,,,,Vaucluse 
517868,F.A. VAL DURANCE,SENAS,,Vaucluse 
527518,F.C. AUREILLOIS,AUREILLE,,Vaucluse 
529753,F.C. BONNIEUX,GARGAS,,Vaucluse 
503290,F.C. CARPENTRAS,CARPENTRAS,,Vaucluse 
526491,F.C. CHEVAL BLANC,CHEVAL BLANC,,Vaucluse 
838930,F.C. DES JOUGAIOUNS AVIGNON,AVIGNON,,Vaucluse 
738985,F.C. FEMININ MONTEUX,MONTEUX,,Vaucluse 
530958,F.C. PALUNAIS,NOVES,,Vaucluse 
514399,F.C. TARASCON,TARASCON,,Vaucluse 
528518,F.C. VIGNERES,CAVAILLON,,Vaucluse 
524768,F.C. VILLENEUVE,VILLENEUVE LES AVIGNON,,Vaucluse 
529755,F.C.MOLLEGES EYGALIERES,MOLLEGES,,Vaucluse 
564474,FC ALPILLES,MAUSSANE LES ALPILLES,,Vaucluse 
564568,FC ENTRAIGUES ALTHEN,ENTRAIGUES SUR LA SORGUE,,Vaucluse 
564750,FOOT 5 ACADEMIE,JONQUERETTES,,Vaucluse 
581989,FOOTBALL CLUB AVIGNON,AVIGNON,,Vaucluse 
865008,FOOTBALL CLUB JEUNES VIOLES,VIOLES,,Vaucluse 
760624,FOOTBALL CLUB PERNES FEMININ,PERNES LES FONTAINES,,Vaucluse 
564136,FOOTBALL CLUB SAINT REMY DE PROVENCE,ST REMY DE PROVENCE,,Vaucluse 
552178,GJ SPORTING CLUB OL. MONDRAGON MORNAS,MORNAS,,Vaucluse 
521407,J.S. ST ETIENNE DU GRES,ST ETIENNE DU GRES,,Vaucluse 
503382,J.S. VISANNAISE,VISAN,,Vaucluse 
560388,JEUNESSE SPORTIVE D'APT,APT,,Vaucluse 
565229,LAARAICHI ACADEMY 84,AVIGNON - MONTFAVET,,Vaucluse 
560562,LES MINOTS DU VASIO,VAISON LA ROMAINE,,Vaucluse 
564996,LORIOL FOOTBALL CLUB,LORIOL DU COMTAT,,Vaucluse 
560978,MAISON JEUNESSE ET CLUB DU VAUCLUSE,BOLLENE,,Vaucluse 
560379,MISTRAL ACADEMIE FOOTBALL,AVIGNON,,Vaucluse 
549465,NOUVELLE U.S. LACOSTOISE,LACOSTE,,Vaucluse 
504287,NYONS F.C.,NYONS,,Vaucluse 
503524,O. DE BARBENTANE,BARBENTANE,,Vaucluse 
518903,O. EYRAGUAIS,EYRAGUES,,Vaucluse 
517389,O. MONTELAIS,MONTEUX,,Vaucluse 
511521,O. NOVAIS,NOVES,,Vaucluse 
565113,OLYMPIQUE CLUB ORANGEOIS,ORANGE,,Vaucluse 
564564,OLYMPIQUE DE BONNIEUX,GARGAS,,Vaucluse 
564410,OLYMPIQUE SALTESIEN,SAULT,,Vaucluse 
564423,OLYMPIQUE SERROIS,CARPENTRAS,,Vaucluse 
582551,ORANGE F. C.,ORANGE,,Vaucluse 
510753,PAYS D'APT FOOTBALL,APT,,Vaucluse 
733476,PHENIX FEMININ CAVAILLON,CAVAILLON,,Vaucluse 
546207,R. C. B. BOLLENE,BOLLENE,,Vaucluse 
524339,R.C. DE PROVENCE,STE CECILE LES VIGNES,,Vaucluse 
503070,REV. DU GROZEAU MALAUCENE,MALAUCENE,,Vaucluse 
518019,S.O. VELLERONNAIS,VELLERON,,Vaucluse 
503280,SP.C. CAROMBAIS,CAROMB,,Vaucluse 
518016,SP.C. GADAGNIEN,CHATEAUNEUF DE GADAGNE,,Vaucluse 
503276,SP.C. MONDRAGONAIS,MONDRAGON,,Vaucluse 
520114,SP.C. MONTFAVET,AVIGNON,,Vaucluse 
517235,SP.C. ROGNONAIS,ROGNONAS,,Vaucluse 
522872,SP.O. MORNASSIEN,MORNAS,,Vaucluse 
565170,SPORTING CLUB BALMÉEN,BEAUMES DE VENISE,,Vaucluse 
564533,SPORTING CLUB LUBERON,PUYVERT,,Vaucluse 
561161,SPORTING COURTHEZON JONQUIERES,COURTHEZON,,Vaucluse 
551901,ST ANDIOL OLYMPIQUE,ST ANDIOL,,Vaucluse 
503179,ST DIDIER ESPERANCE PERNOISE,PERNES LES FONTAINES,,Vaucluse 
511731,ST. MAILLANAIS,MAILLANE,,Vaucluse 
503321,ST.O.C. VILLELAURE,VILLELAURE,,Vaucluse 
564465,STADE CABANNAIS,CABANNES,,Vaucluse 
582614,TARASCON S. C.,TARASCON,,Vaucluse 
539849,TRAVAILLAN F.C.,TRAVAILLAN,,Vaucluse 
527126,U. S. THOROISE,LE THOR,,Vaucluse 
581613,U. S. LUBERON MONTS DU VAUCLUSE,GORDES,,Vaucluse 
551902,U. S. UNE AUTRE PROVENCE,PUYMERAS,,Vaucluse 
522070,U.S. AVIGNONNAISE,AVIGNON,,Vaucluse 
511724,U.S. CADEROUSSIENNE,CADEROUSSE,,Vaucluse 
515153,U.S. GRES ORANGE,ORANGE,,Vaucluse 
518261,U.S. LAPALUTIENNE,BOLLENE,,Vaucluse 
513621,U.S. PLANAISE,PLAN D ORGON,,Vaucluse 
500528,U.S. RENAISSANCE PERTUISIENNE,PERTUIS,,Vaucluse 
518358,U.S. SERIGNANAISE,SERIGNAN DU COMTAT,,Vaucluse 
529235,U.S. SERROISE CARPENTRAS,CARPENTRAS,,Vaucluse 
526890,U.S. ST SATURNINOISE,ST SATURNIN LES AVIGNON,,Vaucluse 
503172,U.S. TOURAINE,LA TOUR D'AIGUES,,Vaucluse 
534959,UNION SPORTIVE BARTHELASSIENNE,AVIGNON,,Vaucluse 
582296,VENTOUX SUD FC BEDOIN MAZAN,MAZAN,,Vaucluse 
